age,annual_income,customer_satisfaction,purchase_frequency,customer_loyalty
23,56012,9,11,8
25,50916,9,5,4
26,33164,1,25,3
63,30155,8,18,3
35,15645,8,21,7
57,41544,1,23,5
42,119765,10,6,9
61,79105,8,23,2
60,23686,1,26,1
36,37223,8,17,10
35,94508,1,2,3
34,94279,3,25,2
57,58052,3,13,8
55,59614,3,26,2
65,109683,10,21,8
32,57478,6,2,10
55,117055,1,13,10
38,97741,1,18,10
46,55781,7,10,2
64,35527,10,21,4
26,71546,5,7,8
32,41050,1,8,10
43,29229,10,13,9
28,96756,6,18,2
33,38735,3,16,9
26,15924,6,3,6
22,19089,9,26,9
50,93244,4,7,9
56,106668,7,7,6
55,104477,3,18,9
22,113198,3,16,9
29,104146,1,28,8
58,109815,1,25,6
41,35136,9,22,5
24,80988,3,8,9
31,65871,5,13,1
53,83700,3,26,3
23,115241,1,19,4
33,57859,3,20,7
54,114359,1,12,10
50,43900,9,22,4
61,119434,3,1,1
46,90896,5,4,4
56,19844,9,1,3
19,60844,7,4,6
61,50672,6,29,10
30,31342,9,15,5
64,117841,1,4,8
42,88815,3,18,7
59,18729,9,7,10
42,36716,3,7,5
36,74712,4,4,2
46,112986,10,5,4
33,64038,2,1,2
34,119412,10,11,7
64,53843,4,24,8
63,76805,10,17,3
54,75494,6,13,8
63,94340,10,28,3
63,96750,6,8,3
59,92108,8,28,2
34,59531,9,22,2
57,47036,5,14,2
42,18584,4,27,1
43,108324,1,29,9
48,114994,4,16,3
65,50512,8,24,4
60,29669,10,25,10
29,27872,8,11,8
26,38980,7,7,10
20,27483,2,14,6
52,63786,1,4,10
33,38455,3,26,8
42,84597,1,18,8
33,88965,9,9,3
35,65845,2,3,8
58,72823,6,25,1
54,93148,9,27,7
35,61356,8,2,4
20,71089,3,21,4
60,69403,8,10,10
31,49970,10,7,1
40,84725,6,7,2
56,49803,10,12,9
32,102906,4,30,2
40,99160,7,5,3
57,107685,10,4,3
43,42334,6,5,3
26,71648,4,28,6
28,54645,3,13,3
56,61946,5,1,4
63,15735,6,3,4
45,67165,10,21,3
50,46279,5,13,2
24,36058,9,7,7
36,49335,8,22,3
38,111614,6,28,10
39,62727,6,17,9
53,50418,4,1,8
23,96717,10,15,10
26,115506,9,4,6
61,96505,2,26,3
53,54069,2,27,3
63,84495,9,19,4
28,116527,4,27,3
59,63074,3,18,9
45,42018,6,26,3
30,22864,4,10,2
49,32577,3,15,1
29,73787,4,13,4
29,112025,8,21,10
33,24374,2,15,2
28,52376,5,2,6
47,97400,6,11,9
19,46850,2,5,6
64,62143,9,24,4
35,48000,5,21,8
26,30434,5,1,4
20,56708,4,7,8
33,41611,2,27,6
52,76327,10,17,8
51,30255,3,10,7
36,94103,9,30,9
20,118101,1,20,3
25,21798,2,25,10
50,29814,9,1,3
23,70932,1,23,7
38,20770,9,16,1
55,91859,7,26,9
53,115883,2,22,9
29,112863,10,4,3
40,58755,9,1,1
61,36311,4,11,5
63,85111,8,5,3
28,112156,9,27,6
26,45167,9,13,5
27,76769,10,13,4
30,24008,7,6,1
21,118290,5,25,3
53,61375,10,27,5
24,105252,2,16,2
40,23004,7,27,4
45,88430,2,26,8
26,118215,8,12,6
24,55781,8,7,5
32,21465,7,11,1
22,35160,8,6,4
39,33666,2,21,5
35,73802,10,4,2
51,61894,7,25,3
60,79298,7,7,3
29,48416,2,9,2
61,111835,2,8,9
61,114891,1,9,2
42,107758,2,11,9
36,52060,10,8,10
41,107590,2,1,2
57,17869,4,19,8
58,42116,10,25,1
38,29196,4,7,2
20,54703,5,30,6
52,63083,10,26,9
52,112615,9,18,3
48,53987,4,1,2
62,93857,3,30,1
31,84864,7,8,4
28,53189,1,5,4
58,34409,6,30,10
64,114429,10,22,9
47,92017,7,25,7
53,71249,6,19,3
45,42567,6,6,10
29,108835,8,10,7
61,34544,3,19,7
22,89122,5,26,3
28,69186,1,24,8
23,103899,4,28,7
60,107399,5,3,6
22,115049,3,17,7
46,101971,8,8,6
64,115757,9,23,2
46,116064,5,6,7
53,39535,2,12,6
28,101260,5,3,2
29,50616,7,8,2
43,25082,6,27,2
57,51731,9,15,8
63,20952,8,2,3
25,55163,10,14,3
45,60568,4,16,1
21,50500,4,18,9
48,64647,2,28,6
45,34614,3,28,7
60,76662,10,17,2
39,37627,3,28,10
57,117498,7,2,5
60,44766,4,21,2
62,54993,4,7,2
65,64013,1,8,8
32,35853,8,5,10
55,35344,7,16,4
52,101231,4,7,1
21,29433,6,11,1
32,45013,10,6,1
21,43483,8,8,6
49,87079,9,2,3
22,75918,8,12,4
49,31811,10,18,4
50,106173,4,17,3
30,80059,1,21,9
62,63213,10,11,10
39,24571,2,3,10
44,38289,9,14,7
33,34533,10,22,1
22,58632,1,13,8
60,61860,6,22,3
37,19144,6,6,8
45,81857,3,15,5
22,19238,1,28,10
47,110920,5,22,6
23,40298,9,21,8
44,105591,3,19,1
52,33182,6,19,5
23,57936,6,12,8
62,22429,7,22,1
44,77673,7,16,9
18,75337,8,11,3
23,81769,6,20,9
25,19967,2,30,1
54,88317,10,22,9
52,68645,6,15,4
44,113201,8,4,4
18,107197,2,11,6
62,100304,1,28,1
57,57092,6,22,10
46,67267,7,11,5
35,27088,6,1,8
44,35365,5,18,3
34,75613,4,9,9
22,24197,9,15,5
45,105674,6,27,6
47,45978,8,10,3
64,55897,1,12,7
64,94212,8,12,9
21,87456,4,27,4
58,18513,9,28,2
24,49889,4,12,4
62,32581,5,14,2
36,54888,10,21,7
29,37189,1,23,3
45,87045,2,16,10
21,22867,4,21,7
57,72162,7,23,8
56,108146,4,18,8
43,36406,5,16,8
37,66587,6,2,7
37,18103,10,21,5
40,29815,8,22,3
18,111542,5,23,9
39,34993,4,16,6
59,91881,10,16,1
42,19593,6,21,1
28,46359,8,4,2
28,65988,2,11,4
25,16041,9,12,9
38,106678,2,21,4
20,32629,10,30,6
56,43213,8,10,2
24,63184,4,3,5
50,51808,1,22,5
26,77447,5,28,6
61,54188,7,17,1
31,65179,5,17,2
41,39287,5,13,5
26,40012,7,13,6
37,59352,9,26,9
37,103598,3,13,3
58,54128,7,18,1
24,85404,9,25,6
44,82822,2,30,2
22,103873,7,8,7
64,58174,10,15,9
30,99001,10,22,5
35,87705,1,27,2
22,86039,2,26,7
62,66015,9,16,4
22,71709,1,13,3
34,91032,3,18,9
64,93875,6,25,4
58,48824,1,21,9
43,33190,3,19,5
34,70675,2,6,3
35,81489,5,3,6
59,98448,8,9,4
54,115693,6,18,8
28,61458,10,22,4
38,114506,10,23,10
24,49465,1,24,8
50,75321,7,26,8
47,85681,2,6,3
29,53342,7,9,3
33,69033,8,15,2
58,56915,6,17,10
59,57118,7,16,9
33,58459,1,5,2
42,15873,9,13,3
42,84122,2,15,10
38,27105,9,24,10
62,42070,2,24,1
59,68917,8,18,1
30,37873,4,21,9
65,36197,9,14,10
27,66580,1,16,2
50,17797,3,1,7
45,27247,3,28,8
63,76613,2,12,5
31,60517,1,9,10
51,33013,7,22,10
56,45541,1,4,9
22,115233,8,3,5
19,63127,3,8,9
60,28031,5,6,6
29,70554,8,18,7
18,30454,5,1,9
44,91978,7,11,10
26,18361,10,11,1
22,78600,6,14,10
49,25746,6,10,6
60,46118,3,24,2
47,96659,10,24,4
56,41753,1,24,4
24,114474,3,12,4
61,103408,7,30,9
62,97025,2,22,10
46,62608,4,27,7
63,119098,8,11,10
34,53436,7,5,6
20,60777,3,13,8
44,55132,1,8,2
32,91391,8,26,1
36,22185,9,18,2
57,80003,4,9,8
37,71398,4,26,1
51,105224,10,29,10
58,107051,6,14,5
45,57518,2,27,5
59,66579,6,9,4
24,82945,1,1,3
51,38153,10,21,5
65,53051,9,14,1
47,115659,3,1,4
36,107492,6,4,6
46,101965,5,9,10
51,28272,8,16,6
32,68745,8,3,5
37,109950,10,24,6
31,78395,9,5,9
19,19074,3,12,9
24,37463,4,24,6
52,47392,8,29,4
37,69005,8,23,10
38,55000,7,19,4
40,64408,8,20,6
26,46424,8,28,5
45,80712,3,9,8
56,17866,3,22,2
26,113440,9,20,3
48,20394,2,3,4
51,71879,5,22,7
57,99591,7,26,8
33,50358,9,12,2
28,57495,1,20,2
43,33413,9,5,5
25,40669,5,25,4
24,23618,5,23,5
53,113613,4,11,5
64,33391,2,1,9
28,69319,1,27,10
43,67937,5,23,2
43,47480,8,4,2
21,35820,10,19,10
64,59475,10,14,6
64,51600,10,24,1
47,97025,6,25,5
58,25074,1,20,10
30,89473,5,24,1
43,111802,4,30,2
31,71574,5,4,4
61,18809,8,7,9
59,96283,5,1,6
56,98552,10,11,10
42,113731,8,22,8
50,34389,9,27,10
38,86292,5,1,3
52,109144,8,14,5
27,51362,9,2,2
27,117685,4,19,7
47,117912,8,25,5
60,53176,5,3,10
58,118332,2,1,6
32,86705,9,5,8
29,66489,8,12,1
37,71307,8,11,6
58,98562,4,29,10
33,77448,1,12,10
51,89634,3,8,10
64,58140,10,24,9
54,89590,9,20,5
33,26869,1,29,1
58,42115,5,13,10
38,79875,10,24,3
35,66564,5,19,9
19,39670,4,30,2
62,57044,4,15,3
47,67647,9,27,3
26,24647,5,12,2
45,41523,8,7,8
38,39437,7,10,8
30,92077,1,17,2
21,45306,5,2,5
24,59190,1,5,2
54,50265,10,6,3
64,52993,6,4,3
65,95923,4,12,10
42,93653,2,23,7
18,58821,4,6,4
25,106516,2,3,1
25,93795,3,1,2
31,118476,8,14,3
59,16167,1,13,6
50,93748,4,28,3
35,28789,7,9,3
54,15289,5,10,2
25,104079,3,22,9
23,119567,7,27,10
55,19175,3,24,6
23,111022,6,5,6
55,118291,6,11,3
47,65381,4,4,1
53,92949,3,2,2
53,55648,1,24,2
42,116199,1,19,2
54,99541,9,13,10
20,57063,7,25,7
65,49260,2,5,6
63,61460,7,29,3
54,119102,2,9,9
31,102083,3,23,5
32,64038,10,24,6
35,70732,5,5,9
41,107310,4,30,5
29,49051,9,19,2
20,59620,6,16,1
28,93790,3,23,1
58,99531,9,1,3
64,64406,6,17,8
52,33022,1,28,6
58,106821,4,23,8
55,38403,8,15,4
23,40456,3,28,5
38,95465,5,26,6
27,111508,2,1,4
55,117275,2,17,10
18,60949,6,3,9
38,79142,3,7,4
61,21848,6,11,1
61,45808,8,1,1
60,55347,7,19,4
31,67810,4,26,10
36,39017,9,28,6
34,34244,3,27,7
30,80885,7,11,4
60,79566,10,28,7
24,44737,3,1,6
39,56931,9,15,8
61,115247,10,25,9
38,64400,7,10,2
21,86258,5,16,4
37,98878,3,12,7
39,59004,6,12,4
54,101857,8,16,1
61,98860,3,16,6
51,22203,3,22,6
58,62293,10,16,3
47,66106,8,3,4
50,87941,2,27,8
45,112716,6,23,7
43,114801,6,19,8
27,91708,5,14,8
25,105922,8,16,10
39,46942,6,16,6
40,51622,3,2,9
38,69520,2,1,8
33,94632,2,20,1
48,77326,8,6,2
47,40856,1,25,7
57,110349,7,12,8
36,78513,3,1,10
33,112898,9,26,6
55,60429,8,7,4
23,30089,4,3,8
23,82172,3,2,7
63,101351,2,18,5
52,59266,9,12,7
24,27067,8,10,5
50,62484,10,9,5
62,74577,3,8,8
37,64324,5,23,2
35,64419,6,20,4
38,69894,8,5,2
27,70775,7,1,5
23,112697,10,23,9
20,109126,5,6,4
63,109155,1,3,10
49,83065,9,28,1
57,28573,8,7,4
37,41606,8,1,5
34,41776,5,23,7
32,115933,10,19,7
23,26472,8,24,8
49,101332,4,14,4
34,79025,5,20,4
55,116301,3,15,4
35,73914,9,20,2
24,72314,5,20,10
44,18635,3,17,2
54,23900,5,6,9
26,55244,1,5,4
39,79743,10,21,9
58,82282,2,9,3
64,54783,8,3,9
61,24697,9,15,5
26,115335,3,20,9
51,82110,5,13,3
63,25239,9,12,8
50,81050,7,29,6
33,113227,2,27,8
54,111090,9,7,10
39,103576,9,10,5
50,54588,10,19,1
42,105614,8,6,3
30,36909,1,5,3
38,105574,3,25,2
39,60258,5,26,6
26,115640,7,2,6
23,50328,9,26,5
40,96292,6,26,3
64,58101,8,28,1
43,15782,10,30,4
45,57660,2,7,10
44,104753,4,7,1
30,44798,6,26,2
65,86692,2,3,7
25,62266,4,15,7
48,96274,3,14,8
57,100518,5,15,10
33,67032,10,24,6
38,55982,5,25,3
44,119085,7,4,5
32,26227,5,22,3
32,105386,8,19,3
25,77787,4,10,8
42,102474,2,20,6
47,85493,5,30,3
55,116119,6,16,2
52,88711,7,28,1
23,73984,5,25,1
64,114529,2,7,6
62,84649,3,5,2
22,116777,5,3,8
57,47022,10,24,10
59,50226,5,15,10
56,50841,10,24,3
56,30283,4,11,1
33,115949,1,28,7
44,62232,6,7,2
38,58093,4,14,10
25,91952,4,19,7
41,26361,5,22,8
42,56088,1,18,9
59,86574,7,11,6
36,83873,5,11,2
32,18177,10,7,9
64,47088,10,1,10
63,100625,2,12,3
57,119332,2,27,10
37,61716,9,14,8
18,67224,3,26,7
51,62134,9,17,10
63,112557,6,29,7
25,60680,7,20,1
25,113593,8,22,8
38,95297,6,16,6
26,118838,6,2,8
63,19569,9,23,2
64,59048,3,15,6
55,95174,8,2,2
52,48338,4,6,10
63,63123,2,16,3
18,85127,6,13,2
23,40124,1,18,8
29,20363,6,16,5
21,119913,4,19,2
39,112381,10,29,8
26,110659,2,21,1
35,24384,9,6,7
52,59878,5,6,4
30,103162,7,6,9
18,109073,7,8,5
60,82757,6,22,8
29,39314,6,6,5
27,91302,9,10,1
46,78661,3,30,5
18,84958,1,27,6
51,109176,6,7,8
60,15327,10,21,1
27,110134,4,10,3
47,74075,8,12,7
51,65602,10,28,4
47,49804,8,19,5
38,105578,1,30,5
42,88717,9,30,5
23,109413,8,10,2
41,37131,9,9,4
47,21576,2,8,8
23,65206,4,5,9
23,73836,4,23,1
44,94351,9,7,5
47,61637,5,12,9
63,72745,1,13,6
46,88257,10,24,6
18,32287,3,13,6
64,36275,7,19,5
39,55394,6,23,9
31,35596,6,15,5
49,106883,8,5,4
34,35915,5,11,1
45,27537,6,17,2
55,118172,5,1,3
53,81616,5,28,7
44,48836,7,26,1
62,67246,9,28,3
22,18507,4,27,10
21,79398,5,22,3
22,35507,1,20,2
24,19264,1,23,4
24,102682,9,6,5
63,100792,9,8,4
22,81693,7,23,4
30,41948,2,7,5
39,119234,1,22,6
46,86103,4,3,7
62,93835,4,15,9
58,46434,2,2,1
25,22706,3,16,10
64,15099,9,27,7
28,53191,1,19,7
27,15150,3,14,4
45,23516,9,1,2
53,32194,6,19,4
53,114002,10,24,7
41,67663,3,3,8
36,79460,7,4,8
47,117163,3,22,4
42,50290,10,14,7
39,108706,6,30,4
21,108090,3,1,2
63,98425,7,29,2
57,25861,2,6,8
33,102271,2,3,10
18,70888,4,30,1
60,74021,1,24,10
49,65122,3,3,5
49,51933,5,4,1
21,30750,5,3,10
47,117750,2,26,2
65,83715,4,26,4
46,67577,5,14,6
56,88066,8,24,10
49,69466,3,5,2
42,31987,6,19,4
50,78962,3,29,2
43,117153,2,26,8
42,114923,9,11,4
33,22271,9,27,1
21,113497,6,5,6
44,86056,9,7,9
56,60280,1,9,9
51,101196,4,14,4
37,63778,4,4,4
62,86251,4,1,5
23,97039,10,20,1
20,97515,2,29,9
58,57030,2,8,2
56,45009,3,26,6
37,18515,3,2,2
20,98208,1,10,4
31,85098,9,25,8
24,38240,3,22,6
19,97571,2,12,1
51,59328,7,4,2
61,71338,4,22,1
39,73304,3,17,3
25,98118,7,18,8
19,108620,9,11,4
42,30357,3,21,8
50,42407,10,27,7
63,85235,6,28,7
59,68138,5,10,9
44,36346,8,13,8
39,101042,8,15,8
28,115074,2,20,7
58,34347,1,24,10
23,80011,9,14,9
31,113246,4,27,4
44,80161,1,8,1
29,57476,1,25,2
63,117111,9,15,10
50,46565,10,11,10
64,70364,2,26,8
37,33291,1,23,5
36,26652,9,5,8
62,63177,10,11,2
46,62307,2,10,4
54,52528,8,16,7
50,117686,7,2,9
44,16183,6,18,8
50,33230,1,30,2
39,23321,9,27,7
57,31912,10,22,3
64,37058,7,5,5
48,90899,6,4,9
41,55435,2,25,1
49,119616,8,3,4
58,115753,2,8,4
42,19262,1,16,3
53,15344,4,15,3
19,106197,5,7,10
26,72574,3,26,7
29,45193,10,14,1
39,78302,8,26,6
30,115296,9,14,3
36,54085,3,8,6
52,83167,8,5,8
45,99127,7,9,8
49,99721,5,29,6
57,38335,3,21,9
44,51346,1,9,3
55,104626,4,5,6
22,73075,5,28,9
33,68297,2,19,9
64,42041,1,5,2
43,57927,8,20,10
28,19199,8,28,8
23,56329,4,21,5
59,42171,3,2,2
39,107699,9,25,4
33,71874,9,2,8
61,66979,9,1,8
25,106941,3,15,3
30,86252,4,1,2
19,107536,4,6,9
44,86057,1,16,7
35,18025,9,1,9
56,55858,2,2,7
45,49076,8,20,9
31,77625,3,14,8
32,69260,4,23,7
52,82495,4,3,10
43,116621,8,9,5
53,106279,6,22,5
26,101667,3,14,8
50,37639,9,13,1
39,87542,10,13,10
46,53327,7,3,4
34,57457,2,28,5
50,67477,10,21,8
30,93510,8,7,5
21,59068,6,12,1
63,94421,9,6,7
24,111404,7,17,1
61,99978,1,6,10
49,39506,10,25,6
40,82527,9,1,5
27,104667,8,9,2
34,31721,6,4,4
35,119706,2,29,2
53,52292,9,28,8
23,70983,4,8,6
55,113100,7,9,7
39,19407,1,28,4
31,113079,1,8,9
62,24513,4,26,6
58,89643,4,1,7
63,52978,6,25,3
18,102156,1,18,8
42,117190,8,5,9
54,18344,3,21,7
33,35583,9,17,8
29,34861,2,20,4
36,111851,4,15,2
39,78063,6,12,4
33,91257,1,15,10
52,66062,9,22,8
32,107900,6,28,2
21,26109,3,23,5
51,87214,7,20,1
64,103143,3,19,5
57,81100,3,23,3
63,98891,4,21,3
42,23280,1,19,4
18,106778,7,19,8
55,21823,4,24,7
36,94297,10,19,7
43,62071,10,27,9
27,17637,10,14,10
63,90372,7,24,3
60,89596,7,16,6
34,81994,10,23,10
23,87188,7,19,1
32,118380,3,3,7
25,37686,2,26,10
28,44967,1,25,5
32,62479,2,20,5
48,113897,1,18,6
25,88609,2,21,2
56,112318,6,15,7
24,52005,2,18,4
25,62616,10,18,6
21,86900,6,12,5
43,63166,1,8,7
59,21957,3,1,4
49,40498,5,10,4
39,68771,4,9,6
39,56249,9,5,7
31,44999,10,8,1
42,37127,1,9,9
23,58264,9,20,5
49,15023,9,18,4
63,54305,3,25,10
44,75154,6,15,9
29,113116,1,13,1
54,18723,10,13,5
49,29109,2,15,3
30,104609,9,19,3
56,92197,7,28,1
45,25916,7,28,7
39,108143,6,25,10
40,55340,4,12,9
18,61833,6,2,8
42,117104,9,10,9
36,15265,10,2,10
39,47377,9,19,9
18,65796,5,2,9
45,18502,2,25,8
50,24150,4,5,2
61,42205,8,24,10
19,105780,7,20,2
62,19893,5,7,9
42,95725,7,23,1
36,74731,1,26,8
25,114441,3,10,8
48,63655,7,30,3
52,104437,8,7,4
41,32589,9,1,5
30,99884,9,1,7
51,78618,4,24,6
40,68133,6,24,2
21,39707,10,17,1
57,119454,2,1,10
43,77453,10,21,3
43,40194,1,23,3
52,91406,8,1,6
27,16415,4,18,1
60,55911,8,20,2
57,84716,9,22,6
65,119244,10,25,10
30,31370,6,10,10
63,25874,10,16,9
55,96675,1,20,1
27,45528,5,3,2
20,35126,9,9,5
49,73585,1,4,4
31,80999,7,16,5
44,20878,5,15,8
20,105797,10,16,8
19,49801,2,8,4
27,57402,4,28,9
35,112143,6,24,4
21,79523,10,24,9
60,59206,2,14,2
63,58820,6,2,4
65,103822,7,3,7
53,83273,10,27,2
58,63470,5,17,1
58,81968,3,18,3
30,38194,4,25,3
41,40407,10,16,10
61,70406,2,27,5
65,103734,6,5,3
50,31170,8,26,7
40,75821,6,19,8
45,107380,5,7,6
56,111540,5,21,9
36,76648,9,20,7
59,34610,5,11,10
34,22122,4,16,7
44,25282,8,1,9
22,19295,2,7,6
31,34924,4,5,2
58,91381,3,24,9
57,34677,10,1,7
55,21206,3,5,1
21,21945,8,23,5
55,18702,3,7,9
41,92803,5,29,3
57,19668,10,14,5
55,115873,1,20,2
29,57329,6,14,10
22,118736,10,14,6
62,43065,7,7,10
39,23465,2,7,2
32,19618,9,6,4
52,114687,4,15,7
58,83106,9,8,9
54,38948,6,24,7
39,73310,7,30,4
47,95680,4,23,2
23,115087,1,14,3
46,90264,9,27,8
48,52598,2,28,6
21,78046,9,24,1
60,78797,6,19,5
55,61516,2,6,5
64,64912,7,6,7
49,71822,3,27,5
29,59559,8,22,2
46,90289,3,11,3
24,64081,3,10,4
65,36258,5,9,3
64,99457,6,20,7
54,113783,10,9,6
20,50312,6,3,7
18,98283,7,16,1
61,94368,10,8,2
55,73853,6,21,8
46,90909,3,17,4
29,63650,4,18,6
24,101567,7,11,2
29,44021,2,10,10
21,114063,9,30,3
20,88404,8,22,2
31,29183,3,11,2
39,70753,8,29,4
45,32759,9,9,5
25,75204,9,4,2
53,105222,1,21,1
36,48711,6,12,5
61,41574,9,28,7
27,56616,10,11,3
29,54935,8,22,9
22,18965,6,16,7
36,111745,2,29,10
44,96881,10,24,4
59,35406,9,20,1
53,105547,6,14,8
34,52908,3,22,9
39,116630,4,27,1
58,82446,9,23,7
33,70760,4,10,5
41,30775,5,18,5
40,47343,10,12,4
39,60997,2,21,9
31,98127,9,8,1
46,49411,9,9,5
33,54392,3,15,4
60,106626,3,19,10
53,15501,7,19,1
44,34984,9,28,5
53,115805,1,9,10
26,60698,9,9,5
40,20930,3,7,1
22,48305,1,6,6
56,78729,7,26,1
51,69738,8,7,9
39,15679,4,15,3
46,85986,2,28,5
39,68393,10,2,10
23,106508,3,4,7
22,62326,7,1,5
18,29861,5,21,3
36,45602,4,1,9
57,80684,8,3,7
21,99757,5,6,5
42,116708,4,30,1
31,93360,3,23,4
64,83438,4,4,2
33,92568,6,21,5
42,58342,9,6,9
27,39998,10,7,7
40,35107,6,30,5
37,39051,1,7,1
55,90173,4,9,6
64,92836,9,9,4
25,92277,10,23,6
23,55970,10,10,8
64,22740,10,30,5
44,109394,2,18,10
64,39600,8,20,4
61,82206,7,17,5
52,27468,5,8,8
52,78271,5,4,3
47,79058,2,29,5
21,51529,4,19,8
41,57819,3,24,10
65,82730,2,16,4
58,60923,5,2,4
21,49073,7,1,2
55,118528,9,12,1
62,45068,9,16,3
50,92566,6,28,2
46,68827,3,22,7
51,70375,10,25,4
48,36781,8,19,5
58,59122,8,10,9
22,62666,4,12,1
58,23970,5,15,4
47,65407,6,12,9
20,95657,9,26,7
56,58174,3,1,4
59,23529,5,26,9
63,89645,3,29,1
51,70944,2,18,1
37,28056,2,8,8
41,51172,10,19,8
21,20440,6,15,8
28,46507,9,28,6
42,104793,9,11,2
53,79796,9,28,1
62,16774,6,14,7
51,85991,3,8,10
43,104734,7,3,5
45,81779,10,11,1
41,65328,4,6,5
40,65420,3,17,3
25,94038,1,23,6
47,55443,2,25,1
40,25475,10,30,4
57,24236,4,9,6
61,75005,7,7,8
19,42431,4,5,8
21,29650,10,24,1
31,104446,3,18,10
36,75388,4,3,1
21,113275,1,12,10
62,67296,8,23,9
21,36988,2,20,3
26,40194,1,14,4
26,58739,9,8,10
28,86785,9,21,1
48,85652,3,3,6
58,86541,8,29,7
63,103204,5,16,9
24,30571,5,5,10
32,82791,6,25,1
30,98212,7,8,1
47,53644,3,18,3
25,77229,4,28,6
58,88507,7,30,7
47,87143,2,7,5
61,108153,8,16,5
47,119172,4,19,7
59,98343,1,28,5
33,52525,5,1,10
23,111963,4,12,5
52,35237,5,2,6
59,34399,3,23,10
60,61240,7,17,6
41,26470,4,16,9
20,93244,3,27,1
45,50395,2,3,4
59,90165,4,5,8
26,45416,3,24,7
40,19795,3,16,2
20,31557,3,13,9
32,36051,2,24,2
57,113077,3,3,10
35,92916,3,15,5
21,25452,3,29,4
27,114972,5,8,6
31,89007,4,19,5
46,41125,8,26,3
37,102385,2,17,1
41,65755,6,6,4
27,89565,8,12,2
49,40479,2,5,1
40,72443,2,17,9
28,28861,2,3,7
43,75956,4,3,9
25,64419,9,4,7
47,85786,6,11,6
31,41682,2,23,4
44,67194,8,1,3
57,91711,1,1,9
40,21678,10,17,6
58,115934,1,2,7
55,103089,6,24,2
24,101668,9,13,6
19,85748,1,26,2
63,106021,1,30,5
29,41003,5,11,2
45,92807,1,25,2
61,64432,10,19,6
56,114142,3,15,7
48,79471,7,20,9
40,59203,1,11,6
47,113821,8,13,8
52,103655,7,23,9
38,28757,10,18,1
26,91172,4,25,10
48,23242,2,16,2
59,112314,9,2,6
27,98229,1,29,4
53,65109,9,7,6
44,72007,1,24,8
38,84681,1,23,8
50,33955,1,13,6
47,62156,4,9,3
18,76132,7,4,4
19,48144,2,18,9
63,103787,5,28,9
35,16797,3,2,8
19,30213,5,16,1
53,41708,9,20,1
64,70735,1,19,9
32,60205,9,28,4
18,26665,6,10,3
40,69627,5,2,10
63,50356,7,11,6
39,49580,9,6,10
62,26766,5,1,2
35,19971,3,17,7
28,20935,4,13,1
53,104002,3,23,8
43,55353,9,7,4
55,82096,4,24,3
50,30480,10,7,9
26,108741,7,11,4
24,61875,3,30,8
49,89343,6,21,2
30,33603,1,30,5
54,100524,4,12,5
56,87768,9,1,9
32,100055,9,6,2
44,111993,8,26,5
34,86158,10,24,9
46,16066,2,25,4
56,104481,3,11,5
42,64088,8,19,6
35,37900,1,19,3
53,71025,10,28,2
39,33427,7,15,6
25,105708,4,30,10
46,41864,4,25,5
49,76589,10,7,4
59,32616,7,23,6
48,70485,7,11,7
50,38624,1,25,4
19,17519,8,4,10
22,71337,9,9,6
54,37052,9,11,4
41,95903,8,12,2
40,37733,3,13,7
64,41157,6,26,10
20,33519,5,26,6
54,94914,7,10,8
57,28048,4,20,2
42,55236,5,18,3
19,32556,6,18,6
57,92069,5,2,1
39,39675,10,26,7
46,75085,10,1,9
31,44332,1,24,3
54,50445,5,15,2
38,112309,3,26,8
33,93025,1,17,1
40,54400,1,20,5
24,20509,5,4,3
20,95723,9,9,8
32,62102,7,10,3
51,34445,8,2,10
60,27642,9,18,3
55,67641,10,15,9
62,40618,6,16,1
28,76744,5,20,3
59,105526,1,13,4
21,59444,7,30,3
35,43105,7,3,10
40,83053,10,14,5
49,84552,7,20,4
48,115822,1,2,7
25,119222,9,18,4
56,41921,6,20,7
63,28456,5,8,2
63,98700,4,9,5
39,18570,3,4,5
53,55034,5,8,5
42,82852,8,30,1
49,47931,5,7,4
24,57415,2,10,8
54,117625,6,7,8
64,114287,10,2,9
56,100004,2,24,9
37,56772,7,24,7
43,117715,1,21,5
61,44510,8,10,3
46,37949,7,22,1
35,63254,2,4,10
60,119311,8,20,6
34,83255,3,15,6
60,17279,3,19,6
60,49722,7,30,6
57,86282,7,3,10
27,39063,2,10,9
28,59275,9,20,8
54,111718,1,20,4
34,35430,1,9,9
44,34762,8,7,8
59,87989,4,18,10
51,24038,3,1,9
23,62118,5,23,5
24,49062,2,16,3
28,15249,2,9,1
60,17103,7,5,8
34,113264,3,23,2
29,112338,2,10,8
33,111990,10,8,3
23,44360,3,21,10
27,16794,6,2,5
62,116582,9,14,3
38,63943,1,24,1
54,81585,1,18,4
38,90781,5,25,8
55,81414,6,5,1
41,20110,4,13,9
47,33418,2,7,3
25,18258,4,24,3
32,33541,6,13,3
64,66505,3,22,6
55,33057,3,7,1
63,44859,10,19,2
35,56689,6,6,7
43,119262,1,7,8
59,18078,9,21,1
50,53660,3,24,4
26,32466,10,1,8
22,106762,9,8,4
62,24871,10,22,1
24,83022,4,10,6
36,95126,10,21,2
32,39274,7,4,3
54,31905,4,8,10
25,81654,5,3,4
41,94246,3,15,2
47,93834,3,26,8
24,118926,6,10,6
60,36373,3,17,1
30,86684,6,25,8
47,81384,10,10,6
